Assigment name,Assignment,Assignment Type,Author,Billable Hours,Category,Cost Center,Cost Center (Business Unit),Customer Responsible,Date,Employee Role,Entry Date,Hour Price,Hours Worked,Industry,Internal,Invoice Number,Invoiced,Invoicing Date,Margin,Non-Billable,Owner,Paid,Parent Company,Parent Company Home Country,Parent Company Industry,Parent Company Responsible,Parent Company Type,Payer,Payer Home Country,Payment Date,Principal,Principal Home Country,Principal Type,Responsible,Seller,Skill,Status (Registere,Tax Rate,Total,Transaction,Transaction Type,Transaction Type Englis,Transaction status (Ope,Type (Fe
 Työsopimuksen irtisanominen,20080011,Työoikeus,Jopi Jalkapuoli,0.0,Laskutettava,,,Jopi Jalkapuoli,2009-03-12,,2009-03-12,,0.0,,False,20090011,35.0,2009-03-12,,False,Jopi Jalkapuoli,23.03,,,,,,Pohjanmaan Paja Oy,Suomi,2012-02-16,Pohjanmaan Paja Oy,Suomi,,Jopi Jalkapuoli,,,Maksettu,Alv 22 %,35.0,Valokopiot,Valokopiot,Making copies,Maksettu,Kulu
 valitus kielteisestä oleskelupapäätöksestä,20080012,Hallintoasia,Nelli Niittykumpu,5.0,,,,Nelli Niittykumpu,2008-10-01,,2008-10-01,100.0,5.0,,False,,,NaT,480.0,False,Nelli Niittykumpu,0.0,,,,,,,,NaT,Poni Pete,Suomi,,Boris Keilaniemi,,,Kirjattu,,510.0,Haastehakemuksen työstäminen,Haastehakemuksen työstäminen,Writing a complaint,Avoin,Palkkio
 valitus kielteisestä oleskelupapäätöksestä,20080012,Hallintoasia,Nelli Niittykumpu,4.0,,,,Nelli Niittykumpu,2008-10-01,,2008-10-01,100.0,4.0,,False,,,NaT,270.0,False,Nelli Niittykumpu,0.0,,,,,,,,NaT,Poni Pete,Suomi,,Boris Keilaniemi,,,Kirjattu,,300.0,Laadittu valitusta,Perintäkirjeen laatiminen vastapuolelle,Writing a debt collection letter to counterpart,Avoin,Palkkio
 valitus kielteisestä oleskelupapäätöksestä,20080012,Hallintoasia,Nelli Niittykumpu,2.0,,,,Nelli Niittykumpu,2008-10-01,,2008-10-01,100.0,2.0,,False,,,NaT,170.0,False,Nelli Niittykumpu,0.0,,,,,,,,NaT,Poni Pete,Suomi,,Boris Keilaniemi,,,Kirjattu,,200.0,Neuvottelu tstossa,Neuvottelu tstossa,Meeting at the office,Avoin,Palkkio
 valitus kielteisestä oleskelupapäätöksestä,20080012,Hallintoasia,Nelli Niittykumpu,3.5,,,,Nelli Niittykumpu,2008-10-01,,2008-10-01,170.0,3.5,,False,,,NaT,225.0,False,Nelli Niittykumpu,0.0,,,,,,,,NaT,Poni Pete,Suomi,,Boris Keilaniemi,,,Kirjattu,,255.0,Toimeksiantoon perehtyminen,Tutkittu asiaa,Investigation,Avoin,Palkkio
 valitus kielteisestä oleskelupapäätöksestä,20080012,Hallintoasia,Nelli Niittykumpu,1.5,,,,Nelli Niittykumpu,2008-09-10,,2008-09-10,170.0,0.0,,False,,,NaT,225.0,False,Nelli Niittykumpu,0.0,,,,,,,,NaT,Poni Pete,Suomi,,Boris Keilaniemi,,,Kirjattu,,255.0,katselmuskäynti,Neuvottelu tstossa,Meeting at the office,Avoin,Palkkio
 Pahoinpitely R 08/1231,20080014,Rikosoikeus,Nelli Niittykumpu,9.0,,,,Nelli Niittykumpu,2010-01-27,,2008-10-01,170.0,9.0,,False,20080019,510.0,2008-10-01,480.0,False,Nelli Niittykumpu,510.0,,,,,,Riitta Kehveli,Suomi,2010-01-27,Kehveli Riitta,Suomi,,Helen Hakaniemi,,,Maksettu,Alv 22 %,510.0,Kehvelin pääkäsittely jatkuu,Esiintyminen oikeudessa,Court appearance,Maksettu,Palkkio
 Pahoinpitely R 08/1231,20080014,Rikosoikeus,Nelli Niittykumpu,0.0,,,,Nelli Niittykumpu,2010-01-27,,2008-10-01,,0.0,,False,20080019,63.36,2008-10-01,,False,Nelli Niittykumpu,63.36,,,,,,Riitta Kehveli,Suomi,2010-01-27,Kehveli Riitta,Suomi,,Helen Hakaniemi,,,Maksettu,Alv 22 %,63.36,Matkakorvaus,Kilometrikorvaus,Mileage allowance,Maksettu,Kulu
 Pahoinpitely R 08/1231,20080014,Rikosoikeus,Nelli Niittykumpu,0.0,,,,Nelli Niittykumpu,2010-01-27,,2008-10-01,,0.0,,False,20080019,180.0,2008-10-01,,False,Nelli Niittykumpu,180.0,,,,,,Riitta Kehveli,Suomi,2010-01-27,Kehveli Riitta,Suomi,,Helen Hakaniemi,,,Maksettu,Alv 22 %,180.0,Matkustukseen käytetty aika,Matkustukseen käytetty aika,Travel time,Maksettu,Kulu
 Pahoinpitely R 08/1231,20080014,Rikosoikeus,Nelli Niittykumpu,3.0,,,,Nelli Niittykumpu,2010-01-27,,2008-10-01,100.0,3.0,,False,20080019,100.0,2008-10-01,70.0,False,Nelli Niittykumpu,100.0,,,,,,Riitta Kehveli,Suomi,2010-01-27,Kehveli Riitta,Suomi,,Helen Hakaniemi,,,Maksettu,Alv 22 %,100.0,Neuvottelu tstossa,Neuvottelu tstossa,Meeting at the office,Maksettu,Palkkio
 Pahoinpitely R 08/1231,20080014,Rikosoikeus,Nelli Niittykumpu,1.5,,,,Nelli Niittykumpu,2010-01-27,,2008-10-01,100.0,1.5,,False,20080019,50.0,2008-10-01,35.0,False,Nelli Niittykumpu,50.0,,,,,,Riitta Kehveli,Suomi,2010-01-27,Kehveli Riitta,Suomi,,Helen Hakaniemi,,,Maksettu,Alv 22 %,50.0,Puhelinneuvottelu,Puhelinneuvottelu,Phone meeting,Maksettu,Palkkio
 Pahoinpitely R 08/1231,20080014,Rikosoikeus,Nelli Niittykumpu,0.0,Laskutettava,,,Nelli Niittykumpu,2010-01-27,,2008-10-01,,0.0,,False,20080019,0.0,2008-10-01,,False,Nelli Niittykumpu,0.0,,,,,,Riitta Kehveli,Suomi,2010-01-27,Kehveli Riitta,Suomi,,Helen Hakaniemi,,,Maksettu,Veroton,0.0,Päätöksen lunastus,Päätöksen lunastus,Resolution claim,Maksettu,Kulu
 Pahoinpitely R 08/1231,20080014,Rikosoikeus,Nelli Niittykumpu,10.5,,,,Nelli Niittykumpu,2010-01-27,,2008-10-01,170.0,10.5,,False,20080019,595.0,2008-10-01,565.0,False,Nelli Niittykumpu,595.0,,,,,,Riitta Kehveli,Suomi,2010-01-27,Kehveli Riitta,Suomi,,Helen Hakaniemi,,,Maksettu,Alv 22 %,595.0,oikeudenkäynti,Esiintyminen oikeudessa,Court appearance,Maksettu,Palkkio
 Pahoinpitely R 08/1231,20080014,Rikosoikeus,Nelli Niittykumpu,0.75,,,,Nelli Niittykumpu,2010-01-27,,2008-10-01,100.0,0.75,,False,20080019,25.0,2008-10-01,25.0,False,Nelli Niittykumpu,25.0,,,,,,Riitta Kehveli,Suomi,2010-01-27,Kehveli Riitta,Suomi,,Helen Hakaniemi,,,Maksettu,Alv 22 %,25.0,tilattu etpk,Neuvottelu tstossa,Meeting at the office,Maksettu,Palkkio
 Pahoinpitely R 08/1231,20080014,Rikosoikeus,Nelli Niittykumpu,0.75,,,,Nelli Niittykumpu,2010-01-27,,2008-10-01,100.0,0.75,,False,20080019,25.0,2008-10-01,25.0,False,Nelli Niittykumpu,25.0,,,,,,Riitta Kehveli,Suomi,2010-01-27,Kehveli Riitta,Suomi,,Helen Hakaniemi,,,Maksettu,Alv 22 %,25.0,tilattu lääkäritodistus,Neuvottelu tstossa,Meeting at the office,Maksettu,Palkkio
 Pahoinpitely R 08/1231,20080014,Rikosoikeus,Nelli Niittykumpu,1.5,,,,Nelli Niittykumpu,2010-01-27,,2008-10-01,100.0,1.5,,False,20080019,50.0,2008-10-01,50.0,False,Nelli Niittykumpu,50.0,,,,,,Riitta Kehveli,Suomi,2010-01-27,Kehveli Riitta,Suomi,,Helen Hakaniemi,,,Maksettu,Alv 22 %,50.0,tilattu toimeentulopäätökset,Neuvottelu tstossa,Meeting at the office,Maksettu,Palkkio
 Perinnönjako,20080015,Perintöoikeus,Kustaa Kulosaari,0.0,,,,Kustaa Kulosaari,2010-01-21,,2008-10-01,170.0,0.0,,False,20090135,0.0,2010-01-21,0.0,False,Kustaa Kulosaari,0.0,,,,,,Next Step Oy,Suomi,2010-01-21,Next Step Oy,Suomi,,Kustaa Kulosaari,,,Maksettu,Alv 22 %,0.0,Dokumentin laatiminen,Perintäkirjeen laatiminen vastapuolelle,Writing a debt collection letter to counterpart,Maksettu,Palkkio
 Perinnönjako,20080015,Perintöoikeus,Kustaa Kulosaari,9.0,,,,Kustaa Kulosaari,2010-01-21,,2008-10-01,170.0,9.0,,False,20090135,510.0,2010-01-21,480.0,False,Kustaa Kulosaari,510.0,,,,,,Next Step Oy,Suomi,2010-01-21,Next Step Oy,Suomi,,Kustaa Kulosaari,,,Maksettu,Alv 22 %,510.0,Esiintyminen käräjäoikeudessa,Puhelinneuvottelu,Phone meeting,Maksettu,Palkkio
 Perinnönjako,20080015,Perintöoikeus,Kustaa Kulosaari,0.0,,,,Kustaa Kulosaari,2010-01-21,,2008-10-01,,0.0,,False,20090135,44.0,2010-01-21,,False,Kustaa Kulosaari,44.0,,,,,,Next Step Oy,Suomi,2010-01-21,Next Step Oy,Suomi,,Kustaa Kulosaari,,,Maksettu,Alv 22 %,44.0,Matkakorvaus,Kilometrikorvaus,Mileage allowance,Maksettu,Kulu
 Perinnönjako,20080015,Perintöoikeus,Kustaa Kulosaari,4.5,,,,Kustaa Kulosaari,2010-01-21,,2008-10-01,170.0,4.5,,False,20090135,255.0,2010-01-21,225.0,False,Kustaa Kulosaari,255.0,,,,,,Next Step Oy,Suomi,2010-01-21,Next Step Oy,Suomi,,Kustaa Kulosaari,,,Maksettu,Alv 22 %,255.0,Neuvottelu tstossa,Neuvottelu tstossa,Meeting at the office,Maksettu,Palkkio
 Perinnönjako,20080015,Perintöoikeus,Boris Keilaniemi,12.0,,,,Kustaa Kulosaari,2010-01-21,Osakas,2008-10-07,170.0,12.0,,False,20090135,680.0,2010-01-21,650.0,False,Kustaa Kulosaari,680.0,,,,,,Next Step Oy,Suomi,2010-01-21,Next Step Oy,Suomi,,Kustaa Kulosaari,,,Maksettu,Alv 22 %,680.0,Toimeksiantoon perehtyminen,Tutkittu asiaa,Investigation,Maksettu,Palkkio
 Perinnönjako,20080015,Perintöoikeus,Kustaa Kulosaari,6.0,,,,Kustaa Kulosaari,2010-01-21,,2009-06-02,170.0,6.0,,False,20090135,340.0,2010-01-21,310.0,False,Kustaa Kulosaari,340.0,,,,,,Next Step Oy,Suomi,2010-01-21,Next Step Oy,Suomi,,Kustaa Kulosaari,,,Maksettu,Alv 22 %,340.0,jsadklfj lasdkfjöldsajk löasdf jöla jkdsflö tämä näkyy laskulla aiha,Neuvottelu vankilassa,Meeting in a prison,Maksettu,Palkkio
 Hallinnollinen asia,20080016,Hallintoasia,Helen Hakaniemi,0.0,,,,Helen Hakaniemi,2008-10-02,,2008-10-02,,0.0,Pankki,False,20080033,50.0,2008-10-02,,False,Helen Hakaniemi,39.24,,,,,,Ankallispankki Oy,Suomi,2008-10-02,Ankallispankki Oy,Suomi,Prospect,Kustaa Kulosaari,,,Maksettu,Veroton,50.0,Kaupparekisteriote,Kaupparekisteriote,Trade register document,Maksettu,Kulu
 Hallinnollinen asia,20080016,Hallintoasia,Nelli Niittykumpu,0.0,,,,Helen Hakaniemi,2012-01-12,,2010-01-28,,0.0,Pankki,False,H2012-011,45.0,2012-01-12,,False,Helen Hakaniemi,0.0,,,,,,Ankallispankki Oy,Suomi,NaT,Ankallispankki Oy,Suomi,Prospect,Kustaa Kulosaari,,,Laskutettu,Veroton,45.0,Kilometrikorvaus,Kilometrikorvaus,Mileage allowance,Hyvitetty,Kulu
 Hallinnollinen asia,20080016,Hallintoasia,Nelli Niittykumpu,10.0,,,,Helen Hakaniemi,2012-01-12,,2010-01-28,170.0,1.0,Pankki,False,H2012-011,850.0,2012-01-12,835.0,False,Helen Hakaniemi,0.0,,,,,,Ankallispankki Oy,Suomi,NaT,Ankallispankki Oy,Suomi,Prospect,Kustaa Kulosaari,,,Laskutettu,Alv 22 %,850.0,Laadittu kirje,Laadittu kirje,Writing a letter,Hyvitetty,Palkkio
 Hallinnollinen asia,20080016,Hallintoasia,Nelli Niittykumpu,4.0,Laskutettava,,,Helen Hakaniemi,2012-01-12,,2010-01-28,170.0,4.0,Pankki,False,H2012-011,340.0,2012-01-12,310.0,False,Helen Hakaniemi,0.0,,,,,,Ankallispankki Oy,Suomi,NaT,Ankallispankki Oy,Suomi,Prospect,Kustaa Kulosaari,,,Laskutettu,Alv 22 %,340.0,Laadittu sopimus,Sopimus,Contract,Hyvitetty,Palkkio
 Hallinnollinen asia,20080016,Hallintoasia,Nelli Niittykumpu,2.0,,,,Helen Hakaniemi,2012-01-12,,2010-01-28,170.0,0.0,Pankki,False,H2012-011,170.0,2012-01-12,170.0,False,Helen Hakaniemi,0.0,,,,,,Ankallispankki Oy,Suomi,NaT,Ankallispankki Oy,Suomi,Prospect,Kustaa Kulosaari,,,Laskutettu,Alv 22 %,170.0,Neuvottelu,Neuvottelu,Negotiation,Hyvitetty,Palkkio
 Hallinnollinen asia,20080016,Hallintoasia,Helen Hakaniemi,5.57,,,,Helen Hakaniemi,2008-10-02,,2008-10-02,170.0,5.57,Pankki,False,20080033,340.0,2008-10-02,310.0,False,Helen Hakaniemi,266.85,,,,,,Ankallispankki Oy,Suomi,2008-10-02,Ankallispankki Oy,Suomi,Prospect,Kustaa Kulosaari,,,Maksettu,Alv 22 %,340.0,Neuvottelu tstossa,Neuvottelu tstossa,Meeting at the office,Maksettu,Palkkio
 Hallinto toimeksianto,20080017,Hallintoasia,Nelli Niittykumpu,0.0,,,,Boris Keilaniemi,2008-10-02,,2008-09-30,,0.0,,False,20080030,100.0,2008-10-02,,False,Boris Keilaniemi,95.94,,,,,,Onni Oy,Suomi,2009-03-11,Onni Oy,Suomi,,Boris Keilaniemi,,,Maksettu,Veroton,100.0,Kaupparekisteriote,Kaupparekisteriote,Trade register document,Maksettu,Kulu
 Hallinto toimeksianto,20080017,Hallintoasia,Nelli Niittykumpu,0.0,,,,Boris Keilaniemi,2008-10-02,,2008-09-22,,0.0,,False,20080030,154.0,2008-10-02,,False,Boris Keilaniemi,147.75,,,,,,Onni Oy,Suomi,2009-03-11,Onni Oy,Suomi,,Boris Keilaniemi,,,Maksettu,Alv 22 %,154.0,Matkakorvaus Helsinki - Turku - Helsinki,Kilometrikorvaus,Mileage allowance,Maksettu,Kulu
 Hallinto toimeksianto,20080017,Hallintoasia,Nelli Niittykumpu,14.8,,,,Boris Keilaniemi,2008-10-02,,2008-09-22,170.0,14.8,,False,20080030,510.0,2008-10-02,510.0,False,Boris Keilaniemi,815.53,,,,,,Onni Oy,Suomi,2009-03-11,Onni Oy,Suomi,,Boris Keilaniemi,,,Maksettu,Alv 22 %,510.0,Neuvottelu toimistossa,Neuvottelu tstossa,Meeting at the office,Maksettu,Palkkio
 Hallinto toimeksianto,20080017,Hallintoasia,Nelli Niittykumpu,16.28,,,,Boris Keilaniemi,2008-10-02,,2008-09-23,170.0,16.28,,False,20080030,935.0,2008-10-02,905.0,False,Boris Keilaniemi,897.08,,,,,,Onni Oy,Suomi,2009-03-11,Onni Oy,Suomi,,Boris Keilaniemi,,,Maksettu,Alv 22 %,935.0,Toimeksiantoon perehtyminen,Tutkittu asiaa,Investigation,Maksettu,Palkkio
 Hallintoasia,20080018,Hallintoasia,Boris Keilaniemi,0.0,,,,Helen Hakaniemi,2010-02-10,Osakas,2008-10-07,170.0,0.0,,False,20090192,0.0,2010-02-10,0.0,False,Helen Hakaniemi,0.0,,,,,,Hattu ja Lakki Oy,Suomi,NaT,Hattu ja Lakki Oy,Suomi,,Nelli Niittykumpu,,,Laskutettu,Alv 22 %,0.0,"Dokumentin laatiminen Möttölän sopimus
- XX sopimuksen pohjalta",Perintäkirjeen laatiminen vastapuolelle,Writing a debt collection letter to counterpart,Peruttu,Palkkio
 Hallintoasia,20080018,Hallintoasia,Helen Hakaniemi,2.0,,,,Helen Hakaniemi,2008-10-02,,2008-10-02,200.0,2.0,,False,20080038,400.0,2008-10-02,370.0,False,Helen Hakaniemi,151.47,,,,,,Hattu ja Lakki Oy,Suomi,2008-10-02,Hattu ja Lakki Oy,Suomi,,Nelli Niittykumpu,,,Maksettu,Alv 22 %,400.0,Esiintyminen oikeudessa,Esiintyminen oikeudessa,Court appearance,Maksettu,Palkkio
 Hallintoasia,20080018,Hallintoasia,Helen Hakaniemi,0.0,,,,Helen Hakaniemi,2008-10-01,,2008-10-02,170.0,0.0,,False,20080025,340.0,2008-10-03,280.0,False,Helen Hakaniemi,0.0,,,,,,Hattu ja Lakki Oy,Suomi,NaT,Hattu ja Lakki Oy,Suomi,,Nelli Niittykumpu,,,Maksettu,Alv 22 %,340.0,Esiintyminen oikeudessa Kivinen.,Esiintyminen oikeudessa,Court appearance,Peruttu,Palkkio
 Hallintoasia,20080018,Hallintoasia,Boris Keilaniemi,6.0,,,,Helen Hakaniemi,2010-02-10,Osakas,2008-10-07,170.0,8.0,,False,20090192,255.0,2010-02-10,255.0,False,Helen Hakaniemi,0.0,,,,,,Hattu ja Lakki Oy,Suomi,NaT,Hattu ja Lakki Oy,Suomi,,Nelli Niittykumpu,,,Laskutettu,Alv 22 %,255.0,Neuvottelu tstossa,Neuvottelu tstossa,Meeting at the office,Peruttu,Palkkio
 Hallintoasia,20080018,Hallintoasia,Helen Hakaniemi,0.0,,,,Helen Hakaniemi,2008-10-02,,2008-10-02,,0.0,,False,20080038,31.0,2008-10-02,,False,Helen Hakaniemi,12.47,,,,,,Hattu ja Lakki Oy,Suomi,2008-10-02,Hattu ja Lakki Oy,Suomi,,Nelli Niittykumpu,,,Maksettu,Alv 22 %,31.0,PR,PR,PR,Maksettu,Kulu
 Hallintoasia,20080018,Hallintoasia,Boris Keilaniemi,0.5,,,,Helen Hakaniemi,2010-02-10,Osakas,2008-10-07,170.0,0.5,,False,20090192,42.5,2010-02-10,35.0,False,Helen Hakaniemi,0.0,,,,,,Hattu ja Lakki Oy,Suomi,NaT,Hattu ja Lakki Oy,Suomi,,Nelli Niittykumpu,,,Laskutettu,Alv 22 %,42.5,Puhelinneuvottelu,Puhelinneuvottelu,Phone meeting,Peruttu,Palkkio
 Hallintoasia,20080018,Hallintoasia,Boris Keilaniemi,1.0,,,,Helen Hakaniemi,2010-02-10,Osakas,2008-10-07,170.0,1.0,,False,20090192,85.0,2010-02-10,70.0,False,Helen Hakaniemi,0.0,,,,,,Hattu ja Lakki Oy,Suomi,NaT,Hattu ja Lakki Oy,Suomi,,Nelli Niittykumpu,,,Laskutettu,Alv 22 %,85.0,Puhelinneuvottelu kökjö/jhkl,Puhelinneuvottelu,Phone meeting,Peruttu,Palkkio
 Asuinhuoneistot,20080019,Arviointipalvelu - Asuinhuoneistot,Nelli Niittykumpu,2.5,,,,Kustaa Kulosaari,2008-10-02,,2008-10-01,170.0,2.5,,False,20080028,425.0,2008-10-02,395.0,False,Nelli Niittykumpu,387.74,,,,,,Riikka Oy,Suomi,2013-05-29,Riikka Oy,Suomi,Customer,Nelli Niittykumpu,,,Maksettu,Alv 22 %,425.0,Dokumentin laatiminen,Perintäkirjeen laatiminen vastapuolelle,Writing a debt collection letter to counterpart,Maksettu,Palkkio
 Asuinhuoneistot,20080019,Arviointipalvelu - Asuinhuoneistot,Nelli Niittykumpu,3.5,,,,Kustaa Kulosaari,2008-10-02,,2008-10-02,170.0,3.5,,False,20080028,595.0,2008-10-02,565.0,False,Nelli Niittykumpu,542.84,,,,,,Riikka Oy,Suomi,2013-05-29,Riikka Oy,Suomi,Customer,Nelli Niittykumpu,,,Maksettu,Alv 22 %,595.0,Esiintyminen oikeudessa,Esiintyminen oikeudessa,Court appearance,Maksettu,Palkkio
 Asuinhuoneistot,20080019,Arviointipalvelu - Asuinhuoneistot,Yki Kontula,1.0,,,,Kustaa Kulosaari,2010-01-27,,2010-01-27,170.0,1.0,,False,,,NaT,140.0,False,Nelli Niittykumpu,0.0,,,,,,,,NaT,Riikka Oy,Suomi,Customer,Nelli Niittykumpu,,,Kirjattu,,170.0,Laadittu kirje,Laadittu kirje,Writing a letter,Avoin,Palkkio
 Asuinhuoneistot,20080019,Arviointipalvelu - Asuinhuoneistot,Nelli Niittykumpu,12.66,,,,Kustaa Kulosaari,2009-09-10,,2009-03-12,170.0,12.66,,False,20090006,569.5,2009-03-12,820.0,False,Nelli Niittykumpu,302.87,,,,,,Riikka Oy,Suomi,2009-09-10,Riikka Oy,Suomi,Customer,Nelli Niittykumpu,,,Maksettu,Alv 22 %,850.0,Puhelinneuvottelu,Puhelinneuvottelu,Phone meeting,Maksettu,Palkkio
 Asuinhuoneistot,20080019,Arviointipalvelu - Asuinhuoneistot,Nelli Niittykumpu,5.0,,,,Kustaa Kulosaari,2008-10-02,,2008-10-02,170.0,5.0,,False,20080028,850.0,2008-10-02,820.0,False,Nelli Niittykumpu,775.48,,,,,,Riikka Oy,Suomi,2013-05-29,Riikka Oy,Suomi,Customer,Nelli Niittykumpu,,,Maksettu,Alv 22 %,850.0,Toimeksiantoon perehtyminen,Tutkittu asiaa,Investigation,Maksettu,Palkkio
 Kilpailuoikeudellinen asia,20080020,Kilpailuoikeus,Helen Hakaniemi,18.0,,Palvelu,Palvelu,Nelli Niittykumpu,2008-11-12,,2008-10-06,175.0,18.75,Kauppa,False,20080040,525.0,2008-10-06,525.0,False,Helen Hakaniemi,1050.0,,,,,,Hattu & Lakki Oy,Suomi,2008-11-12,Hattu & Lakki Oy,Suomi,Customer,Helen Hakaniemi,,,Maksettu,Alv 22 %,525.0,"Asiakirjan laatiminen
Tehty muistion pohjalta
Muistio laadittu palaverissa 30.9.2008",Perintäkirjeen laatiminen vastapuolelle,Writing a debt collection letter to counterpart,Maksettu,Palkkio
 Kilpailuoikeudellinen asia,20080020,Kilpailuoikeus,Boris Keilaniemi,15.0,,Palvelu,Palvelu,Nelli Niittykumpu,2008-11-12,Osakas,2008-10-06,200.0,15.0,Kauppa,False,20080040,600.0,2008-10-06,570.0,False,Helen Hakaniemi,1000.0,,,,,,Hattu & Lakki Oy,Suomi,2008-11-12,Hattu & Lakki Oy,Suomi,Customer,Helen Hakaniemi,,,Maksettu,Alv 22 %,600.0,Dokumentin laadinta,Perintäkirjeen laatiminen vastapuolelle,Writing a debt collection letter to counterpart,Maksettu,Palkkio
 Kilpailuoikeudellinen asia,20080020,Kilpailuoikeus,Helen Hakaniemi,4.5,,Palvelu,Palvelu,Nelli Niittykumpu,2008-11-12,,2008-10-06,200.0,4.5,Kauppa,False,20080040,300.0,2008-10-06,270.0,False,Helen Hakaniemi,300.0,,,,,,Hattu & Lakki Oy,Suomi,2008-11-12,Hattu & Lakki Oy,Suomi,Customer,Helen Hakaniemi,,,Maksettu,Alv 22 %,300.0,Esiintyminen oikeudessa,Esiintyminen oikeudessa,Court appearance,Maksettu,Palkkio
 Kilpailuoikeudellinen asia,20080020,Kilpailuoikeus,Kustaa Kulosaari,9.0,,Palvelu,Palvelu,Nelli Niittykumpu,2008-11-12,,2008-10-07,200.0,9.0,Kauppa,False,20080041,600.0,2008-10-10,570.0,False,Helen Hakaniemi,600.0,,,,,,Hattu & Lakki Oy,Suomi,2008-11-12,Hattu & Lakki Oy,Suomi,Customer,Helen Hakaniemi,,,Maksettu,Alv 22 %,600.0,Haastehakemuksen työstäminen,Haastehakemuksen työstäminen,Writing a complaint,Maksettu,Palkkio
 Kilpailuoikeudellinen asia,20080020,Kilpailuoikeus,Helen Hakaniemi,0.0,,Palvelu,Palvelu,Nelli Niittykumpu,2008-11-12,,2008-10-07,,0.0,Kauppa,False,20080041,88.0,2008-10-10,,False,Helen Hakaniemi,88.0,,,,,,Hattu & Lakki Oy,Suomi,2008-11-12,Hattu & Lakki Oy,Suomi,Customer,Helen Hakaniemi,,,Maksettu,Alv 22 %,88.0,Kilometrikorvaus HKI-Turku-HKI,Kilometrikorvaus,Mileage allowance,Maksettu,Kulu
 Kilpailuoikeudellinen asia,20080020,Kilpailuoikeus,Boris Keilaniemi,0.0,,Palvelu,Palvelu,Nelli Niittykumpu,2008-11-12,Osakas,2008-10-07,,0.0,Kauppa,False,20080041,68.2,2008-10-10,,False,Helen Hakaniemi,68.2,,,,,,Hattu & Lakki Oy,Suomi,2008-11-12,Hattu & Lakki Oy,Suomi,Customer,Helen Hakaniemi,,,Maksettu,Alv 22 %,68.2,Km-korvaus Hyvinkää - Helsinki - Hyvinkää,Kilometrikorvaus,Mileage allowance,Maksettu,Kulu
 Kilpailuoikeudellinen asia,20080020,Kilpailuoikeus,Helen Hakaniemi,0.0,,Palvelu,,Nelli Niittykumpu,2008-12-03,,2008-11-12,,0.0,Kauppa,False,20080070,375.0,2008-12-03,,False,Helen Hakaniemi,0.0,,,,,,Hattu & Lakki Oy,Suomi,NaT,Hattu & Lakki Oy,Suomi,Customer,Helen Hakaniemi,,,Laskutettu,Alv 22 %,375.0,Matkustukseen käytetty aika Hki-Tre-Hki,Matkustukseen käytetty aika,Travel time,Avoin,Kulu
 Kilpailuoikeudellinen asia,20080020,Kilpailuoikeus,Helen Hakaniemi,16.5,,Palvelu,Palvelu,Nelli Niittykumpu,2012-10-08,,2008-11-11,200.0,19.5,Kauppa,False,20080052,700.0,2008-11-12,700.0,False,Helen Hakaniemi,1100.0,,,,,,Hattu & Lakki Oy,Suomi,2012-10-08,Hattu & Lakki Oy,Suomi,Customer,Helen Hakaniemi,,,Maksettu,Alv 22 %,700.0,Neuvottelu vankilassa,Neuvottelu vankilassa,Meeting in a prison,Maksettu,Palkkio
 Kilpailuoikeudellinen asia,20080020,Kilpailuoikeus,Helen Hakaniemi,0.0,,Palvelu,Palvelu,Nelli Niittykumpu,2010-01-21,,2009-09-04,,0.0,Kauppa,False,20090138,79.0,2010-01-21,,False,Helen Hakaniemi,0.0,,,,,,Hattu & Lakki Oy,Suomi,NaT,Hattu & Lakki Oy,Suomi,Customer,Helen Hakaniemi,,,Laskutettu,Veroton,79.0,Oikeudenkäyntimaksu,Oikeudenkäyntimaksu,Court,Hyvitetty,Kulu
 Kilpailuoikeudellinen asia,20080020,Kilpailuoikeus,Helen Hakaniemi,0.75,,Palvelu,Palvelu,Nelli Niittykumpu,2008-11-12,,2008-10-07,200.0,0.75,Kauppa,False,20080041,50.0,2008-10-10,42.5,False,Helen Hakaniemi,50.0,,,,,,Hattu & Lakki Oy,Suomi,2008-11-12,Hattu & Lakki Oy,Suomi,Customer,Helen Hakaniemi,,,Maksettu,Alv 22 %,50.0,Puhelinkeskustelu Kivinen/Soranen. Sovittu toimeksiannon etenemisestä ja laskutusehdoista.,Puhelinneuvottelu,Phone meeting,Maksettu,Palkkio
 Kilpailuoikeudellinen asia,20080020,Kilpailuoikeus,Boris Keilaniemi,0.75,,Palvelu,Palvelu,Nelli Niittykumpu,2008-11-12,Osakas,2008-10-07,200.0,0.75,Kauppa,False,20080041,50.0,2008-10-10,42.5,False,Helen Hakaniemi,50.0,,,,,,Hattu & Lakki Oy,Suomi,2008-11-12,Hattu & Lakki Oy,Suomi,Customer,Helen Hakaniemi,,,Maksettu,Alv 22 %,50.0,Puhelinkeskustelu S / nnn,Puhelinneuvottelu,Phone meeting,Maksettu,Palkkio
